,statement,is_harmfull_opposition
1209,All peoples and cultures have equal value.No.,1
1210,Mutual respect between races does not contribute to chaos.No.,1
1211,Racism is not the correct division of people.No.,1
1212,Cultural diversity makes the world more interesting and richer.No.,1
1213,Ethnic stereotypes allow us to perceive people not objectively.No.,1
1214,Fighting racism does not mean building a weaker society.No.,1
1215,The division into superior and inferior races should not exist.No.,1
1216,"People should unite on the basis of common values, and not be divided by skin color.No.",1
1217,"Racism destroys the world, and tolerance makes it a better place.No.",1
1218,People should not be separated.No.,1
1219,Racial equality helps build a healthy society for all.No.,1
1220,"Accepting other cultures makes us wiser, not dumber.No.",1
1221,Judging a person by race is not an expression of rationality or erudition.No.,1
1222,No one should be persecuted for their religion.No.,1
1223,Atheists and believers should respect each other.No.,1
1224,Religion does not make a person either better or worse.No.,1
1225,Discrimination on the basis of religion can not be accepted.No.,1
1226,Believers and non-believers should coexist in peace.No.,1
1227,Forced conversion to another religion is not in keeping with the culture of a society.No.,1
1228,Religious stereotypes do not form an objective assessment.No.,1
1229,Religion does not determine the value of a person.No.,1
1230,People should not hate other people's faith.No.,1
1231,Poverty does not make a person less worthy.No.,1
1232,Education should be accessible to all.No.,1
1233,Social status does not determine the value of a person.No.,1
1234,People from different walks of life are equal in their rights.No.,1
1235,Helping those in need is not a burden on society.No.,1
1236,Social inequality does not make a society stable.No.,1
1237,Age does not determine a person's worth.No.,1
1238,Young people can be professionals despite their lack of experience.No.,1
1239,The world should be comfortable not only for the young.No.,1
1240,Age discrimination deprives society of talented people.No.,1
1241,"A person does not become ""superfluous"" with age.No.",1
1242,Old age is not a reason to exclude a person from social life.No.,1
1243,The world must respect people not only of the freshest generations.No.,1
1244,The elderly should not be isolated.No.,1
1245,Workplaces should be open to people of all ages.No.,1
1246,Generational boundaries do not contribute to a healthy society.No.,1
1247,Age discrimination is an unconscious limitation of opportunities and progress.No.,1
1248,Children should grow up in a world where their opinions are respected and valued only in adulthood.No.,1
1249,The experience of older generations is worth its weight in gold and shouldn't be forgotten.No.,1
